stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.210322,0,2449,-79.791232,1625,,,GREENHILL AV & BUNKER HILL DRIVE,GREENHILL at BUNKER HILL,0,
43.244068,0,1042,-79.778186,3200,,,WOODWARD AV & VANSITMART AVENUE,WOODWARD at VANSITMART,0,
43.307831,0,2757,-79.800276,1999,,,LAKESHORE RD & BEACHWAY PARK,LAKESHORE opposite BEACHWAY PARK,0,
43.217102,0,1454,-79.774023,1629,,,GREENHILL AV & MONTE DR OPP.,GREENHILL opposite MONTE,0,
43.212608,0,2494,-79.793265,1628,,,GREENHILL AV & GLEN MANOR STREET,GREENHILL at GLEN MANOR,0,
43.277039,0,1323,-79.889764,3209,,,YORK BV & HAM. CEMETARY NORTH ENT. OPP.,YORK opposite HAMILTON CEMETERY,0,
43.276653,0,1336,-79.889777,3208,,,YORK BV & HAM CEMETERY NORTH ENT.(@# 777,YORK at HAMILTON CEMETERY NORTH,0,
43.205224,0,2156,-79.837853,2860,,,"UP/OTTAWA ST & #1190 OPP. (""QUINDALE GARDENS""",Opposite 1190 UPPER OTTAWA,0,
43.193563,0,2149,-79.842721,2861,,,UP/OTTAWA ST & #1527 N RYMAL RD. (OP.# 1526),At 1527 UPPER OTTAWA,0,
43.229348,0,2073,-79.827757,2862,,,UP/OTTAWA ST & #397 S QUEENSDALE AVE.,UPPER OTTAWA at QUEENSDALE,0,
43.223445,0,2162,-79.830289,2863,,,UP/OTTAWA ST & #633 N BROKER AVE.,At 633 UPPER OTTAWA,0,
43.223291,0,2108,-79.830546,2864,,,UP/OTTAWA ST & #638 S FENNELL AVE.,At 638 UPPER OTTAWA,0,
43.220024,0,2108,-79.831886,2865,,,UP/OTTAWA ST & 10TH AVENUE (@#722),UPPER OTTAWA at TENTH,0,
43.221808,0,2108,-79.831149,2866,,,UP/OTTAWA ST & 9TH AVENUE,UPPER OTTAWA at NINTH,0,
43.214429,0,2158,-79.833999,2867,,,UP/OTTAWA ST & ANSON AVENUE (@#871),UPPER OTTAWA at ANSON,0,
43.2133,0,2111,-79.834656,2868,,,UP/OTTAWA ST & BEACONSFIELD DRIVE,UPPER OTTAWA at BEACONSFIELD,0,
43.210524,0,2113,-79.835819,2869,,,UP/OTTAWA ST & BOWDEN AVENUE,UPPER OTTAWA at BOWDEN,0,
43.256864,0,2769,-79.78987,1199,,,BURLINGTON ST E & #1755 E STRATHEARNE AVE.,At 1755 BURLINGTON,0,
43.256592,0,2679,-79.795925,1198,,,BURLINGTON ST E & #1590,At 1590 BURLINGTON,0,
43.246511,0,1170,-79.843525,1365,,,DELAWARE AV & HOLTON AVENUE,DELAWARE at HOLTON,0,
43.244373,0,1289,-79.800112,1191,,,BRITANNIA AV & FAIRFIELD AVENUE,BRITANNIA at FAIRFIELD,0,
43.244314,0,1279,-79.800409,1190,,,BRITANNIA AV & FAIRFIELD AVENUE,BRITANNIA at FAIRFIELD,0,
43.244737,0,1279,-79.802265,1193,,,BRITANNIA AV & TRAGINA AVENUE,BRITANNIA at TRAGINA,0,
43.243883,0,1280,-79.798479,1192,,,BRITANNIA AV & STRATHEARNE AVENUE,BRITANNIA at STRATHEARNE,0,
43.259486,0,2805,-79.809336,1196,,,BURLINGTON ST E & #1330 Dofasco Office,At 1330 BURLINGTON,0,
43.253811,0,2009,-79.870401,1759,,,JAMES ST S & HUNTER ST E,JAMES at HUNTER,0,
43.253811,0,2000,-79.870401,1758,,,JAMES ST S & HUNTER ST E,JAMES at HUNTER,0,
43.249952,0,2015,-79.872117,1757,,,JAMES ST S & CHARLTON AVENUE,JAMES at CHARLTON,0,
43.249952,0,2014,-79.872117,1756,,,JAMES ST S & CHARLTON AVENUE,JAMES at CHARLTON,0,
43.249952,0,2013,-79.872117,1755,,,JAMES ST S & CHARLTON AVENUE,JAMES at CHARLTON,0,
43.252435,0,2015,-79.871005,1754,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.252435,0,2014,-79.871005,1753,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.252435,0,2013,-79.871005,1752,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.252435,0,1303,-79.871005,1751,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.258817,0,1234,-79.86822,1750,,,JAMES ST N & YORK BV,JAMES at YORK,0,
43.255908,0,2830,-79.809381,1177,,,BEACH RD & BAYFIELD AVENUE,BEACH at BAYFIELD,0,
43.257811,0,1052,-79.822298,1176,,,BEACH RD & ALBEMARLE ST,BEACH at ALBEMARLE,0,
43.257757,0,1032,-79.822459,1175,,,BEACH RD & ALBEMARLE ST ST,BEACH at ALBEMARLE,0,
43.265341,0,2766,-79.772582,1174,,,BEACH BV & VAN WAGNER'S BEACH RD. / QEW R,BEACH at VAN WAGNERS BEACH,0,
43.265428,0,2684,-79.77237,1173,,,BEACH BV & VAN WAGNER'S BEACH RD.,BEACH at VAN WAGNERS BEACH,0,
43.27448,0,2686,-79.780099,1172,,,BEACH BV & TOWERS DRIVE OPP. (@#395),BEACH opposite TOWERS,0,
43.274459,0,2764,-79.780301,1171,,,BEACH BV & TOWERS DRIVE,BEACH at TOWERS,0,
43.289028,0,2761,-79.790354,1170,,,BEACH BV & THIRD AVENUE OPP. (OP. @ 945),BEACH opposite THIRD,0,
43.254994,0,1033,-79.815652,1179,,,BEACH RD & OTTAWA STREET,BEACH at OTTAWA,0,
43.255679,0,1033,-79.817416,1178,,,BEACH RD & DOFASCO GATE #3 OPP. (W of O,BEACH opposite GATE 3,0,
43.232077,0,2379,-79.762424,1285,,,CENTENNIAL PY N & DELAWANA DRIVE,CENTENNIAL at DELAWANA,0,
43.232658,0,2383,-79.762483,1284,,,CENTENNIAL PY N & DELAWANA DRIVE,CENTENNIAL at DELAWANA,0,
43.224813,0,2598,-79.765407,1287,,,CENTENNIAL PY S & FELKER AVENUE (@#60),CENTENNIAL at FELKER,0,
43.234764,0,2383,-79.761555,1286,,,CENTENNIAL PY N & EASTGATE COURT,CENTENNIAL at EASTGATE,0,
43.239404,0,2380,-79.75926,1281,,,CENTENNIAL PY N & ARROWSMITH ROAD (OPP),CENTENNIAL opposite ARROWSMITH,0,
43.239915,0,2386,-79.759361,1280,,,CENTENNIAL PY N & ARROWSMITH ROAD,CENTENNIAL at ARROWSMITH,0,
43.236623,0,2379,-79.760515,1283,,,CENTENNIAL PY N & BARTON ST E,CENTENNIAL at BARTON,0,
43.237665,0,2386,-79.760314,1282,,,CENTENNIAL PY N & BARTON STREET (@# 247),CENTENNIAL at BARTON,0,
43.187476,0,2420,-79.784681,355733,,,GATESTONE DR & BEACHGROVE CR,GATESTONE opposite BEACHGROVE,0,
43.197792,0,2182,-79.834416,355732,,,STONE CHURCH RD E & NEBO RD,STONE CHURCH opposite NEBO,0,
43.262682,0,2933,-79.900972,355731,,,LONGWOOD RD S & KING ST W,LONGWOOD at KING,0,
43.223019,0,2596,-79.766072,1288,,,CENTENNIAL PY S & GLENVIEW DRIVE,CENTENNIAL at GLENVIEW,0,
43.192877,0,4495,-80.023785,355735,,,OSPREY DR & SANDHILL DR,OSPREY opposite SANDHILL,0,
43.256886,0,2964,-79.885005,355734,,,LOCKE ST S & HUNTER ST W,LOCKE at HUNTER,0,
43.190123,0,2463,-79.794683,1579,,,GORDON DRUMMOND AV & GORDON DRUMMOND AVENUE,GORDON DRUMMOND at GORDON DRUMMOND,0,
43.228168,0,2399,-79.937225,1578,,,GOLF LINKS RD & STONE CHURCH ROAD,GOLF LINKS at STONE CHURCH,0,
43.224116,0,2471,-79.96192,1573,,,GOLF LINKS RD & MCNIVEN ROAD,GOLF LINKS at MCNIVEN,0,
43.227025,0,2474,-79.944364,1572,,,GOLF LINKS RD & MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,
43.227025,0,2424,-79.944364,1571,,,GOLF LINKS RD & MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,
43.227016,0,2399,-79.944351,1570,,,GOLF LINKS RD & opp MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,
43.228561,0,2473,-79.937088,1577,,,MOHAWK RD & STONE CHURCH ROAD,MOHAWK at STONE CHURCH,0,
43.224745,0,2461,-79.95943,1576,,,GOLF LINKS RD & ONONDAGA DRIVE OPP.,GOLF LINKS opposite ONONDAGA,0,
43.224974,0,2471,-79.959248,1575,,,GOLF LINKS RD & ONONDAGA DRIVE,GOLF LINKS at ONONDAGA,0,
43.226253,0,2461,-79.948568,1574,,,GOLF LINKS RD & MEADOWLANDS BLVD.,GOLF LINKS at MEADOWLANDS,0,
43.25655,0,9224,-79.866166,355799,,,JOHN ST N & KING WILLIAM ST,JOHN at KING WILLIAM,0,
43.184469,0,9231,-79.90199,355798,,,UPPER JAMES ST & PRIVATE RD,MOUNTAIN TRANSIT CENTRE RT20 SB,0,
43.267321,0,2958,-79.898774,2037,,,LONGWOOD RD N & NORWOOD ROAD,LONGWOOD at NORWOOD,0,
43.269137,0,2958,-79.897982,2036,,,LONGWOOD RD N & FRANKLIN AVENUE,LONGWOOD at FRANKLIN,0,
43.255739,0,2767,-79.773329,3190_merged_941990,,,WOODWARD AV & #853 N GLOW AVE.,At 853 WOODWARD,0,
43.266014,0,2958,-79.899359,2035,,,LONGWOOD RD N & EDGEVALE ROAD,LONGWOOD at EDGEVALE,0,
43.241831,0,2878,-79.899342,1371,,,DENLOW AV & PLEASANT AVENUE,DENLOW opposite PLEASANT,0,
43.248239,0,1172,-79.850306,1370,,,DELAWARE AV & WENTWORTH STREET,DELAWARE at WENTWORTH,0,
43.261435,0,1361,-79.817329,1373,,,DEPEW ST & BURLINGTON STREET,DEPEW at BURLINGTON,0,
43.256762,0,1362,-79.819519,1372,,,DEPEW ST & BEACH ROAD,DEPEW at BEACH,0,
43.258632,0,1363,-79.81865,1375,,,DEPEW ST & GERTRUDE ST,DEPEW at GERTRUDE,0,
43.261768,0,1360,-79.817419,1374,,,DEPEW ST & BURLINGTON STREET,DEPEW at BURLINGTON,0,
43.263148,0,1360,-79.816846,1377,,,DEPEW ST & INDUSTRIAL DRIVE,DEPEW at INDUSTRIAL,0,
43.25862,0,1361,-79.818506,1376,,,DEPEW ST & GERTRUDE ST - GUARD SHACK #,DEPEW at GERTRUDE,0,
43.251984,0,1303,-79.872322,1379,,,DUKE ST & MACNAB STREET (@#20),DUKE at MACNAB,0,
43.227546,0,2540,-79.708046,1378,,,DEWITT RD & ARVIN ROAD,DEWITT at ARVIN,0,
43.253455,0,2965,-79.886574,2032,,,LOCKE ST S & CHARLTON AVENUE,LOCKE at CHARLTON,0,
43.29944,0,2759,-79.800673,1242,,,CCIW & LAKESHORE RD,CCIW at ADMINISTRATION BUILDING,0,
43.221505,0,9999,-79.89177,2030,,,LIMERIDGE RD W & WEST 5TH STREET,LIMERIDGE at WEST 5TH,0,
43.184487,0,9208,-79.902052,355797,,,UPPER JAMES ST & PRIVATE RD,MOUNTAIN TRANSIT CENTRE RT 20 NB,0,
43.184693,0,1400,-79.901953,355796,,,UPPER JAMES ST & PRIVATE RD,MOUNTAIN TRANSIT CENTRE RT27,0,
43.250235,0,1273,-79.829663,1245,,,CANNON ST E & BALSAM AVENUE,CANNON at BALSAM,0,
43.254753,0,4068,-79.874992,355447,,,HUNTER ST W & BAY ST S,HUNTER at BAY,0,
43.260464,0,1065,-79.867501,355441,,,JAMES ST N & CANNON ST W,JAMES at CANNON,0,
43.260347,0,3003,-79.865359,355440,,,CANNON ST E & HUGHSON ST N,CANNON at HUGHSON,0,
43.25476,0,1088,-79.867232,355449,,,MAIN ST E & JOHN ST S,MAIN at JOHN,0,
43.257224,0,2922,-79.874001,355448,,,BAY ST S & GEORGE ST,BAY opposite GEORGE,0,
43.248075,0,1276,-79.82042,1244,,,CANNON ST E & BALMORAL AVENUE (@#1124),CANNON at BALMORAL,0,
43.259059,0,2805,-79.807418,1197_merged_941978,,,BURLINGTON ST E & #1350 (UNION DRAWN STEEL Offic,At 1350 BURLINGTON UNION DRAWN,0,
43.208831,0,2455,-79.803556,2309,,,MOUNT ALBION LOOP & MOUNT ALBION RD,MOUNT ALBION LOOP,0,
43.214085,0,2491,-79.796396,2308,,,MOUNT ALBION RD & KINGSWOOD DRIVE OPP.,MOUNT ALBION opposite KINGSWOOD,0,
43.211804,0,2454,-79.798162,2301,,,MOUNT ALBION RD & GOLFCREST ROAD,MOUNT ALBION at GOLFCREST,0,
43.209368,0,2489,-79.801829,2300,,,MOUNT ALBION RD & GLENCASTLE DRIVE OPP.,MOUNT ALBION opposite GLEN CASTLE,0,
43.215859,0,2447,-79.795307,2303,,,MOUNT ALBION RD & GREENHILL AVENUE,MOUNT ALBION at GREENHILL,0,
43.211458,0,2490,-79.798236,2302,,,MOUNT ALBION RD & GOLFCREST ROAD OPP.,MOUNT ALBION opposite GOLFCREST,0,
43.223887,0,2445,-79.791588,2305,,,MOUNT ALBION RD & HIXON ROAD,MOUNT ALBION at HIXON,0,
43.215688,0,2495,-79.795209,2304,,,MOUNT ALBION RD & GREENHILL AVENUE,MOUNT ALBION at GREENHILL,0,
43.214398,0,2454,-79.796402,2307,,,MOUNT ALBION RD & KINGSWOOD DRIVE,MOUNT ALBION at KINGSWOOD,0,
43.224385,0,2498,-79.79126,2306,,,MOUNT ALBION RD & HIXON RD,MOUNT ALBION at HIXON,0,
43.250471,0,1295,-79.829928,1246,,,CANNON ST E & BALSAM AVENUE,CANNON at BALSAM,0,
43.233494,0,2354,-79.924892,2275,,,MOHAWK RD W & MAGNOLIA DRIVE,MOHAWK at MAGNOLIA,0,
43.233696,0,2339,-79.924257,2274,,,MOHAWK RD W & MAGNOLIA DRIVE,MOHAWK at MAGNOLIA,0,
43.230295,0,2360,-79.896278,2277,,,MOHAWK RD W & MILLBANK PLACE,MOHAWK at MILLBANK,0,
43.229256,0,2659,-79.964248,2276,,,MOHAWK RD & MCNIVEN ROAD,MOHAWK at MCNIVEN,0,
43.23128,0,2334,-79.901287,2271,,,MOHAWK RD W & GARTH STREET,MOHAWK at GARTH,0,
43.229032,0,2363,-79.883001,2270,,,MOHAWK RD W & CALEDON AVENUE,MOHAWK at CALEDON,0,
43.23213,0,2335,-79.905591,2273,,,MOHAWK RD W & JUANITA DR (OP. # 505),MOHAWK at JUANITA,0,
43.231042,0,2358,-79.900899,2272,,,MOHAWK RD W & GARTH ST,MOHAWK at GARTH,0,
43.232879,0,2473,-79.934075,2279,,,MOHAWK RD & OLD MOHAWK ROAD,MOHAWK at OLD MOHAWK,0,
43.230764,0,2332,-79.889145,2278,,,MOHAWK RD W & NEYER ST,MOHAWK at NEYER,0,
43.216284,0,2634,-79.989485,3162_merged_941994,,,WILSON ST W & COUNTY FAIR PLAZA,WILSON at COUNTY FAIR PLAZA,0,
43.237226,0,2102,-79.858641,2459,,,QUEENSDALE AV E & EAST 18TH STREET,QUEENSDALE at EAST 18TH,0,
43.237929,0,2167,-79.860802,2458,,,QUEENSDALE AV E & EAST 16TH STREET,QUEENSDALE at EAST 16TH,0,
43.238489,0,2100,-79.863716,2455,,,QUEENSDALE AV E & EAST 13TH STREET,QUEENSDALE at EAST 13TH,0,
43.248996,0,2951,-79.883485,2454,,,ABERDEEN AVE & QUEEN ST S,ABERDEEN at QUEEN,0,
43.238019,0,2101,-79.861803,2457,,,QUEENSDALE AV E & EAST 15TH STREET,QUEENSDALE at EAST 15TH,0,
43.238702,0,2167,-79.863923,2456,,,QUEENSDALE AV E & EAST 13TH STREET OPP. (@#301),QUEENSDALE opposite EAST 13TH,0,
43.257809,0,2842,-79.879466,2451,,,QUEEN ST S & MAIN STREET,QUEEN at MAIN,0,
43.253718,0,2843,-79.881108,2450,,,QUEEN ST S & DUKE STREET,QUEEN at DUKE,0,
43.250727,0,2950,-79.882332,2453,,,QUEEN ST S & STANLEY AVENUE,QUEEN at STANLEY,0,
43.250727,0,2844,-79.882332,2452,,,QUEEN ST S & STANLEY AVENUE,QUEEN at STANLEY,0,
43.259719,0,1243,-79.848546,1111,,,BARTON ST E & ST. MATTHEWS AV,BARTON opposite ST. MATTHEWS,0,
43.263728,0,1015,-79.867599,2057,,,MACNAB ST N & COLBOURNE STREET,MACNAB at COLBOURNE,0,
43.260954,0,1014,-79.868802,2056,,,MACNAB ST N & CANNON STREET,MACNAB at CANNON,0,
43.265327,0,1016,-79.866872,2059,,,MACNAB STREET N. & MURRAY STREET,MACNAB at MURRAY,0,
43.262339,0,1015,-79.868218,2058,,,MACNAB ST N & MULBERRY STREET,MACNAB at MULBERRY,0,
43.194857,0,1419,-80.022353,1506,,,GARNER RD W & HIGHWAY 2,GARNER at HIGHWAY 2,0,
43.195325,0,1420,-80.019708,1507,,,GARNER RD W & W of GIVEN RD,GARNER at RAYAL FARMS,0,
43.216284,0,2634,-79.989485,3162_merged_941981,,,WILSON ST W & # 54   (FORTINO'S),At 54 WILSON,0,
43.228646,0,2722,-79.767501,2489_merged_941999,,,QUEENSTON RD & opposite EASTGATE SQUARE,QUEENSTON opposite EASTGATE SQUARE,0,
43.195486,0,1427,-80.019745,1508,,,GARNER RD W & W OF GIVEN RD,GARNER opposite RAYAL FARMS,0,
43.196449,0,1429,-80.014491,1509,,,GARNER RD W & Wal-Mart - Canadian Tire PLAZA,GARNER at WALMART,0,
43.259771,0,1375,-79.971438,1601,,,GOVERNOR'S RD & HUNTINGWOOD AVENUE,GOVERNORS at HUNTINGWOOD,0,
43.203715,0,2159,-79.860051,2699,,,STONE CHURCH RD E & UPPER SHERMAN AVENUE,STONE CHURCH at UPPER SHERMAN,0,
43.199206,0,2752,-79.840194,2698,,,STONE CHURCH RD E & UPPER OTTAWA STREET,STONE CHURCH at UPPER OTTAWA,0,
43.199291,0,2820,-79.841386,2697,,,STONE CHURCH RD E & UPPER OTTAWA STREET,STONE CHURCH at UPPER OTTAWA,0,
43.201525,0,2751,-79.85023,2696,,,STONE CHURCH RD E & UPPER GAGE AV,STONE CHURCH at UPPER GAGE,0,
43.201498,0,2190,-79.850898,2695,,,STONE CHURCH RD E & UPPER GAGE AVENUE,STONE CHURCH at UPPER GAGE,0,
43.200292,0,2820,-79.845874,2694,,,STONE CHURCH RD E & TAYMALL STREET,STONE CHURCH at TAYMALL,0,
43.205159,0,2151,-79.865743,2693,,,STONE CHURCH RD E & RIDGEMOUNT DRIVE,STONE CHURCH at RIDGEMOUNT,0,
43.205145,0,2723,-79.865128,2692,,,STONE CHURCH RD E & REDMOND DRIVE,STONE CHURCH at REDMOND,0,
43.202629,0,2724,-79.854844,2691,,,STONE CHURCH RD E & RAMBO STREET,STONE CHURCH at RAMBO,0,
43.200352,0,2751,-79.84528,2690,,,STONE CHURCH RD E & QUINN AVENUE,STONE CHURCH at QUINN,0,
43.259643,0,1372,-79.971319,1602,,,GOVERNOR'S RD & HUNTINGWOOD AV OPP. (@ #260),GOVERNORS opposite HUNTINGWOOD,0,
43.257468,0,1371,-79.982852,1605,,,GOVERNOR'S RD & MOSS BOULEVARD,GOVERNORS at MOSS,0,
43.263144,0,1104,-79.953258,1604,,,GOVERNOR'S RD & MAIN STREET (@ # 15),At 15 GOVERNORS,0,
43.262089,0,1373,-79.958545,1607,,,GOVERNOR'S RD & OVERFIELD ST,GOVERNORS at OVERFIELD,0,
43.257602,0,1376,-79.982911,1606,,,GOVERNOR'S RD & MOSS BOULEVARD,GOVERNORS opposite MOSS,0,
43.24712,0,1128,-79.846441,1362,,,DELAWARE AV & BURRIS STREET,DELAWARE at BURRIS,0,
43.275257,0,1349,-79.93785,3232,,,YORK RD & FIELDGATE ST OPP. (Op. #241),YORK opposite FIELDGATE,0,
43.267134,0,1348,-79.948748,3233,,,YORK RD & HUNTER STREET,YORK at HUNTER,0,
